trk_id,str_to_translate,context,fr_FR," es_ES"," it_IT"," de_DE",LOCK
327510,"${you} must discard ${n} reserve card(s) and ${nLandmarks} landmark card(s)","Status bar (game state)",,,,,0
317526,"${you} must select 3 cards to discard as mana","Status bar (game state)",,,,,0
317522,"${you} must select the deck you want to play","Status bar (game state)",,,,,0
336461,"${you} must select the faction you want to play with","Status bar (game state)",,,,,0
327563,"(*He can't swim.*)",LY_Common_TheHatter,,,,,0
336491,"(If I leave the Expedition zone, remove me from the game.)",OD_Common_OrdisRecruit;BR_Common_Booda,"(Si je quitte la zone d'Expédition, retirez-moi de la partie.)","(Si abandono la zona de expedición, retírame de la partida).","(Se lascio l'area delle spedizioni, rimuovimi dalla partita.)","(Wenn ich die Expeditionszone verlasse, entferne mich aus dem Spiel.)",1
336616,"01010001 01110101 01100101 01100101 01101110 00100000 01101001 01101110 00100000 01000010 00101101 01001000 01101001 01110110 01100101",AX_Common_Brassbug,,,,,0
343110,"100 crunches, 100 push-ups, 100 squats, a 10-km run and a desire to prove yourself. Just your typical morning of Bravos training.",MU_Rare_PhysicalTraining;BR_Common_PhysicalTraining;BR_Rare_PhysicalTraining,"100 pompes, 100 abdos, 100 squats,10 km de course à pied et le désir de faire ses preuves : l'entraînement typique des Bravos. ","100 abdominales, 100 flexiones, 100 sentadillas, correr 10 kilómetros y el deseo de ponerte a prueba. La típica rutina de entrenamiento matutino en Bravos.","100 addominali, 100 flessioni, 100 squat, 10 chilometri di corsa e il desiderio di metterti alla prova: una tipica mattinata di allenamento dei Bravos.","100 Crunches, 100 Liegestütze, 100 Kniebeugen, ein 10-Kilometer-Lauf und der Wunsch, sich zu beweisen: ein ganz normaler Bravos-Trainingsmorgen.",1
343123,"A Hero can practice Alteration through their Companion, no matter the distance between them.",BR_Common_Booda,"Quelle que soit la distance, un Altérateur peut se servir de son Alter Ego comme vecteur de matérialisation.","Un héroe puede practicar la alteración a través de su compañero, sea cual sea la distancia que los separe.","Un eroe può servirsi del suo compagno come vettore di alterazione, indipendentemente dalla distanza che li separa.","Ein Held kann durch seinen Gefährten Alteration praktizieren – unabhängig von der Entfernung zwischen ihnen.",1
343086,"A beacon of knowledge and order, a lighthouse towering high above the world.",OD_Common_TheMonolithOrdisBastion,"Un flambeau de connaissance et de civilisation. Un phare qui surplombe le monde.","Una luminaria de saber y orden, un faro que se alza sobre el mundo.","Un lume di conoscenza e ordine, un faro che svetta sul mondo.","Ein Wahrzeichen des Wissens und der Ordnung, ein Leuchtturm, der hoch über der Welt thront.",1
336675,"A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone",Cards,,,,,0
336669,"After You",Cards,"Après vous","Después de ti","Dopo di te","Nach dir",1
336664,"Akesha ""the astute""",Altered,,,,,0
318080,"Akesha & Taru",YZ_Common_AkeshaTaru,"Akesha & Taru","Akesha y Taru","Akesha e Taru","Akesha & Taru",1
343061,"Alchemy is not just a matter of turning lead to gold. It's about purifying yourself of imperfections to become your true self.",YZ_Common_KadigiranAlchemist;YZ_Rare_KadigiranAlchemist,"L'alchimie n'est pas que la transformation du plomb en or. C'est la purification de nos imperfections en vue de révéler notre vraie nature.","El objetivo de la alquimia no es solo convertir el plomo en oro, es purificarse de imperfecciones para alcanzar todo el potencial.","L'alchimia non è soltanto trasformare il piombo in oro. È purificarsi dalle imperfezioni per trovare il tuo vero io.","In der Alchemie geht es nicht nur darum, Blei in Gold zu verwandeln. Alchemisten wollen sich von Unvollkommenheiten befreien und so ihr wahres Selbst finden.",1
318083,Alice,YZ_Common_Alice;YZ_Rare_Alice,Alice,Alicia,Alice,Alice,1
318173,"All In!",LY_Common_AllIn,Tapis !,"¡Voy con todo!","Rischia Tutto!","Aufs Ganze!",1
317755,"All players draw ${n} card(s)",Draw,,,,,0
317559,"All remaining cards of ${player_name} loose Anchored and Asleep",Notifications,,,,,0
317693,"Allow ${player_name} to take a triggered action",AbstractNode,,,,,0
318226,"Amelia Earhart",AX_Common_AmeliaEarhart,"Amelia Earhart","Amelia Earhart","Amelia Earhart","Amelia Earhart",1
336661,"Anchor and boost your allies over the long haul and reap the rewards of your good deeds.",Altered,,,,,0
336671,Anchored,Cards,Ancré,Anclaje,Ancorato,Verankert,1
343034,"Anchored: during Rest, I don't go to Reserve and I lose Anchored.",Meeples,,,,,0
336673,Asleep,Cards,Endormi,Sueño,Dormiente,Schlafend,1
318175,Asmodeus,LY_Common_Asmodeus;LY_Rare_Asmodeus,Asmodée,Asmodeo,Asmodeo,Asmodeus,1
336644,"At Noon — You may pay {1} and put a card from your hand in Reserve to create a [BRASSBUG] Robot token in target Expedition.",AX_Common_SubhashMarmo,,,,,0
343132,"At Noon, if you are the first player — Create a [BOODA] Companion token in your Companion Expedition.",BR_Common_KojoBooda,"À Midi, si vous êtes le premier joueur — Créez un jeton Compagnon [BOODA] dans votre Expédition Compagnon.","Al mediodía, si eres el primer jugador, crea 1 ficha de compañero [BOODA] en la expedición de tu compañero.","A mezzogiorno, se sei il primo giocatore — Crea una pedina Compagno [BOODA] nella spedizione del tuo compagno.","Zum Mittag, wenn du der erste Spieler bist — Erschaffe eine [BOODA]-Gefährtenmarke in deiner Gefährten-Expedition.",1
343139,"At Noon — $[RESUPPLY].",AX_Common_AxiomReprocessor,"À Midi — $[RESUPPLY].","Al mediodía, $[RESUPPLY].","A mezzogiorno — $[RESUPPLY].","Zum Mittag — $[RESUPPLY].",1
343077,"At Noon — Create an [ORDIS_RECRUIT] Soldier token in your Companion Expedition.",OD_Common_OrdisCarrier,"À Midi — Créez un jeton Soldat [ORDIS_RECRUIT] dans votre Expédition Compagnon.","Al mediodía, crea 1 ficha de soldado [ORDIS_RECRUIT] en tu expedición del compañero.","A mezzogiorno — Crea una pedina Soldato [ORDIS_RECRUIT] nella spedizione del tuo compagno.","Zum Mittag — Erschaffe eine [ORDIS_RECRUIT]-Soldatenmarke in deiner Gefährten-Expedition.",1
343082,"At Noon — Create an [ORDIS_RECRUIT] Soldier token in your Hero Expedition.",OD_Common_SigismarWingspan,"À Midi — Créez un jeton Soldat [ORDIS_RECRUIT] dans votre Expédition Héros.","Al mediodía, crea 1 ficha de soldado [ORDIS_RECRUIT] en tu expedición del héroe.","A mezzogiorno — Crea una pedina Soldato [ORDIS_RECRUIT] nella tua spedizione dell'eroe.","Zum Mittag — Erschaffe eine [ORDIS_RECRUIT]-Soldatenmarke in deiner Helden-Expedition.",1
317724,Atlas,BR_Common_Atlas,Atlas,Atlas,Atlante,Atlas,1
318259,Axiom,Statistics;Notifications;Stats;Altered;stats,,,,,0
318230,"Axiom Reprocessor",AX_Common_AxiomReprocessor,"Recycleur Axiom","Reprocesador de Axiom","Ricondizionatore Axiom",Axiom-Aufbereiter,1
318232,"Axiom Salvager",AX_Common_AxiomSalvager,"Récupérateur Axiom","Chatarrero de Axiom","Rovistatore Axiom",Axiom-Bergungsarbeiter,1
327581,"Axiom Scrambler",AX_Common_AxiomScrambler;AX_Rare_AxiomScrambler,"Brouilleur Axiom","Codificadora de Axiom","Codificatrice Axiom",Axiom-Scramblerin,1
342629,"Baba Yaga",YZ_Common_BabaYaga;YZ_Rare_BabaYaga,"Baba Yaga","Baba Yagá","Baba Yaga","Baba Jaga",1
342631,"Banishing Gate",YZ_Common_BanishingGate,"Portail de Bannissement ","Portal de destierro","Portale dell'Esilio",Verbannungstor,1
343135,"Be careful what you wish for. There are challenges that even the Bravos prefer to avoid.",BR_Rare_Shenlong,"Attention à ce que tu souhaites. Il est des dangers que même les Bravos préfèrent éviter.","Ten cuidado con lo que deseas. Hay desafíos que incluso en Bravos prefieren evitar.","Bisogna stare attenti a ciò che si desidera. Ci sono sfide che persino i Bravos preferiscono evitare.","Bedenke gut, was du dir wünschst. Es gibt Herausforderungen, die selbst die Bravos lieber vermeiden.",1
341262,"Beauty Sleep",YZ_Rare_BeautySleep;MU_Common_BeautySleep,"Sommeil Réparateur","Sueño reparador","Sonno Ristoratore",Schönheitsschlaf,1
320906,"Board height",Altered,,,,,0
317727,Booda,BR_Common_Booda,Booda,Booda,Booda,Booda,1
336676,"Booda 2/2/2",Cards,"2/2/2 Booda","Booda 2/2/2","Booda 2/2/2","Booda 2/2/2",1
336677,Boosted,Cards,Boosté,Potenciado,Rinforzato,Verstärkt,1
336678,"Brassbug 2/2/2",Cards,"2/2/2 Scarabot","Bicholata 2/2/2","Ottonblatta 2/2/2","Blechkäfer 2/2/2",1
318235,"Brassbug Hive",AX_Common_BrassbugHive;AX_Rare_BrassbugHive,"Ruche des Scarabots","Colmena de bicholatas","Alveare delle Ottonblatte",Blechkäfer-Nest,1
327583,"Brassbug Hub",AX_Common_BrassbugHub,"Hub des Scarabots","Central de bicholatas","Ritrovo delle Ottonblatte",Blechkäfer-Basis,1
317552,Bravos,Statistics;Notifications;Stats;Altered;stats,,,,,0
318209,"Bravos Pathfinder",BR_Common_BravosPathfinder,"Pionnière Bravos","Exploradora de Bravos","Apripista Bravos",Bravos-Pfadfinderin,1
318211,"Bravos Tracer",BR_Common_BravosTracer;BR_Rare_BravosTracer,"Traceuse Bravos","Parkurista de Bravos","Rintracciatrice Bravos",Bravos-Sucherin,1
343153,COMPANION,Altered,,,,,0
317783,Cancel,Altered;Game,,,,,0
318151,Cernunnos,MU_Common_Cernunnos,Cernunnos,Cernunnos,Cernunnos,Cernunnos,1
343119,"Chaos can bring disappointment, sure, but it's also where ye'll find the most wonderfullest hidden gems!",LY_Common_NevenkaBlotch,"Le chaos est source de désillusions, mais recèle aussi les plus belles pépites !","Sí, el caos puede ser una lata, ¡pero también contiene las gemas ocultas más maravillásticas!","Il caos può portare delusione, certo, ma è lì che troverai le gemme nascoste più spettacolose!","Chaos kann Enttäuschungen mit sich bringen, aber es ist auch der Ort, an dem man die wunderbarsten Schätze entdeckt!",1
336563,"Character - Adventurer",BR_Common_BravosPathfinder;BR_Common_BravosTracer;BR_Common_HavenBouncer;BR_Common_IssunBoshi;BR_Rare_BravosTracer;AX_Common_AmeliaEarhart,"Personnage - Aventurier","Personaje - Aventurero","Personaggio - Avventuriero","Charakter - Abenteurer",1
336570,"Character - Apprentice",BR_Common_HavenTrainee,,,,,0
336521,"Character - Artist",MU_Rare_LyraClothDancer;LY_Common_Esmeralda;LY_Common_LyraChronicler;LY_Common_LyraClothDancer;LY_Common_LyraSkald;LY_Rare_Esmeralda,"Personnage - Artiste","Personaje - Artista","Personaggio - Artista","Charakter - Künstler",1
336526,"Character - Artist Deity",LY_Common_Hathor,,,,,0
342635,"Character - Bureaucrat",YZ_Rare_MonolithArchivist,"Personnage - Bureaucrate","Personaje - Burócrata","Personaggio - Burocrate","Charakter - Bürokrat",1
339735,"Character - Bureaucrat Noble",OD_Common_FrogPrince;AX_Rare_FrogPrince,,,,,0
320904,"Character - Citizen",YZ_Common_Alice;YZ_Common_DorothyGale;YZ_Rare_Alice;YZ_Rare_DorothyGale;OD_Common_OrdisSpy;OD_Rare_OrdisSpy;LY_Common_OuroborosCroupier;LY_Common_OuroborosTrickster;LY_Rare_OuroborosTrickster;BR_Rare_DorothyGale,"Personnage - Citoyen","Personaje - Ciudadano","Personaggio - Cittadino","Charakter - Bürger",1
336476,"Character - Deity",YZ_Common_Sakarabru;YZ_Rare_Sakarabru;MU_Common_Inari;MU_Rare_Parvati;LY_Common_Asmodeus;LY_Rare_Asmodeus;BR_Common_SunWukong;BR_Rare_SunWukong,"Personnage - Divinité","Personaje - Deidad","Personaggio - Divinità","Charakter - Gottheit",1
336590,"Character - Dragon Deity",BR_Rare_Shenlong,,,,,0
336506,"Character - Druid",MU_Common_MunaDruid;MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver,"Personnage - Druide","Personaje - Druida","Personaggio - Druido","Charakter - Druide",1
336497,"Character - Druid Deity",MU_Common_Cernunnos,,,,,0
336593,"Character - Elemental",AX_Common_KelonElemental,"Personnage - Elémentaire","Personaje - Elemental","Personaggio - Elementale","Charakter - Elementar",1
336600,"Character - Engineer",OD_Rare_FoundryMechanic;AX_Common_AxiomSalvager;AX_Common_AxiomScrambler;AX_Common_FoundryArmorer;AX_Common_FoundryMechanic;AX_Common_Frankenstein;AX_Common_JianAssemblyOverseer;AX_Common_ThreeLittlePigs;AX_Rare_AxiomScrambler;AX_Rare_FoundryMechanic;AX_Rare_JianAssemblyOverseer;AX_Rare_ThreeLittlePigs,"Personnage - Ingénieur","Personaje - Ingeniero","Personaggio - Ingegnere","Charakter - Ingenieur",1
336647,"Character - Fairy",YZ_Rare_ToothFairy,"Personnage - Fée","Personaje - Hada","Personaggio - Fata","Charakter - Fee",1
336473,"Character - Fairy Spirit",YZ_Common_LadyoftheLake,,,,,0
336470,"Character - Mage",YZ_Common_BabaYaga;YZ_Common_KadigiranAlchemist;YZ_Rare_BabaYaga;YZ_Rare_KadigiranAlchemist,"Personnage - Mage","Personaje - Mago","Personaggio - Mago","Charakter - Magier",1
336479,"Character - Mage Apprentice",YZ_Common_StudiousDisciple,,,,,0
336480,"Character - Mage Scholar",YZ_Common_YzmirStargazer,,,,,0
343026,"Character - Mage Soldier",LY_Rare_KadigiranMageDancer,,,,,0
336586,"Character - Messenger",OD_Rare_Ratatoskr;BR_Common_Ratatoskr;BR_Rare_Ratatoskr,"Personnage - Messager","Personaje - Mensajero","Personaggio - Messaggero","Charakter - Bote",1
336499,"Character - Plant",MU_Common_ConiferalConeman;MU_Common_DaughterofYggdrasil;MU_Common_SneezerShroom;MU_Rare_ConiferalConeman;MU_Rare_SneezerShroom,"Personnage - Plante","Personaje - Planta","Personaggio - Pianta","Charakter - Pflanze",1
336508,"Character - Plant Animal",MU_Common_SpindleHarvesters,,,,,0
336518,"Character - Scholar",OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe,,,,,0
327567,"Character - Soldier",OD_Common_JeannedArc;OD_Common_OrdisGatekeeper;OD_Common_OrdisTrooper;OD_Rare_JeannedArc;OD_Rare_OrdisTrooper;BR_Common_HavenWarrior;BR_Rare_HavenWarrior,"Personnage - Soldat","Personaje - Soldado","Personaggio - Soldato","Charakter - Soldat",1
336486,"Character - Soldier Noble",OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander,,,,,0
336502,"Character - Spirit",MU_Common_Kitsune;LY_Common_Tanuki;LY_Rare_Tanuki,"Personnage - Esprit","Personaje - Espíritu","Personaggio - Spirito","Charakter - Geist",1
336579,"Character - Spirit Trainer",BR_Common_Kappa,,,,,0
336555,"Character - Titan",BR_Common_Atlas,"Personnage - Titan","Personaje - Titán","Personaggio - Titano","Charakter - Titan",1
343136,"Characters you control have $[TOUGH_2]. (Cards in Reserve are not controlled.)",BR_Rare_TheSpindleMunaBastion,"Les Personnages que vous contrôlez ont $[TOUGH_2]. (Les cartes en Réserve ne sont pas contrôlées.)","Los personajes que controles tienen $[TOUGH_2]. (Las cartas en la reserva no están controladas).","I personaggi che controlli hanno $[TOUGH_2]. (Le carte nella Riserva non sono controllate.)","Charaktere, die du kontrollierst, haben $[TOUGH_2]. (Karten in der Reserve werden nicht kontrolliert.)",1
318118,Charge!,OD_Common_Charge,Chargez !,"¡A la carga!","Alla Carica!","Zum Angriff!",1
317751,"Choose an assignment",ChooseAssignment,,,,,0
336666,"Choose your faction",Altered,,,,,0
336667,"Choose your starting mana cards",Altered,,,,,0
317789,"Companion side",Altered,,,,,0
323689,"Companion's expedition",Notifications;InvokeToken,,,,,0
317785,Confirm,Altered;Game,,,,,0
317784,"Confirm Mana",Altered,,,,,0
317797,"Confirm discard",Cards,,,,,0
317793,"Confirm target",Altered,,,,,0
317698,"Coniferal Coneman",MU_Common_ConiferalConeman;MU_Rare_ConiferalConeman,"Pignon Pugnace","Piñante conífero","Uomopigna Conifero",Kiefernzapfenkerl,1
336655,"Construct powerful machines and let their strength carry you to victory!",Altered,,,,,0
343089,"Create #four# [ORDIS_RECRUIT] Soldier tokens, #distributed as you choose among any number of target Expeditions#.",OD_Rare_OpentheGates,"Créez #quatre# jetons Soldat [ORDIS_RECRUIT], #distribués comme vous le souhaitez dans n'importe quel nombre d'Expéditions ciblées#.","Crea #4# fichas de soldado [ORDIS_RECRUIT], distribuidas como elijas entre cualquier número de expediciones objetivo.","Crea #quattro# pedine Soldato [ORDIS_RECRUIT] distribuite a tua scelta tra un numero qualsiasi di spedizioni bersaglio.","Erschaffe #vier# [ORDIS_RECRUIT]-Soldatenmarken und verteile sie nach Belieben auf Expeditionen deiner Wahl.",1
343115,"Dance is the language of the soul.",LY_Common_Hathor,"La danse est le langage de l'âme.","El baile es la lengua del alma.","La danza è il linguaggio dell'anima.","Tanz ist die Sprache der Seele.",1
318155,"Daughter of Yggdrasil",MU_Common_DaughterofYggdrasil,"Fille d'Yggdrasil","Hija de Yggdrasil","Figlia di Yggdrasil","Tochter von Yggdrasil",1
341680,Decks,Gameoptions;gameoptions,,,,,0
336679,Defender,Cards,Défenseur,Defensor,Difensore,Verteidiger,1
341681,"Demo decks",Gameoptions;gameoptions,,,,,0
317517,Disabled,Gameoptions;gamepreferences,,,,,0
341675,"Discard ${card}",Discard,,,,,0
327604,"Discard of ${player_name}",Cards,,,,,0
336693,"Discard up to one target card from a Reserve.",Cards,"Défaussez jusqu'à une carte d'une Réserve.","Descarta hasta 1 carta objetivo de una reserva.","Scarta fino a una carta bersaglio da una Riserva.","Lege bis zu einer Karte deiner Wahl aus einer Reserve ab.",1
317799,"Display some settings about the game.",Game,,,,,0
317515,"Display tooltips",gamepreferences,,,,,0
343098,"Don't think you are, know you are.",MU_Common_MeditationTraining;MU_Rare_MeditationTraining,"Ne pense pas que tu es, sache que tu es.","No basta con creer que eres lo que eres, debes saber que lo eres.","Non pensare di essere, sappi di essere.","Du musst nicht glauben, dass du existierst. Du musst es wissen.",1
318086,"Dorothy Gale",YZ_Common_DorothyGale;YZ_Rare_DorothyGale;BR_Rare_DorothyGale,"Dorothy Gale","Dorothy Gale","Dorothy Gale","Dorothy Gale",1
317757,"Draw ${n} card(s)",Draw,,,,,0
336674,"During Dusk, ignore my statistics. During Rest, I don't go to Reserve and I lose Asleep.",Cards;Meeples,"Au Crépuscule, ignorez mes statistiques. Au Repos, je ne vais pas en Réserve et je perds Endormi.","Durante el anochecer, ignora mis estadísticas. Durante el descanso, no voy a la reserva y pierdo sueño.","Durante il crepuscolo, ignora le mie statistiche. Durante il riposo, non vado nella Riserva e perdo Dormiente.","Am Abend ignoriere meine Statistiken. Während der Ruhepause gehe ich nicht in die Reserve und verliere Schlafend.",1
336672,"During Rest, I don't go to Reserve and I lose Anchored.",Cards,"Au Repos, je ne vais pas en Réserve et je perds Ancré.","Durante el descanso, no voy a la reserva y pierdo anclaje.","Durante il riposo, non vado nella Riserva e perdo Ancorato.","Während der Ruhepause gehe ich nicht in die Reserve und verliere Verankert.",1
336682,"During Rest, I don't go to Reserve.",Cards,"Au Repos, je ne vais pas en Réserve.","Durante el descanso, no voy a la reserva.","Durante il riposo, non vado nella Riserva.","Während der Ruhepause gehe ich nicht in die Reserve.",1
320899,"Dusk phase is over, starting night phase",Notifications,,,,,0
343116,"Eidolon or human, we are all shaped by stories. They're the building blocks of our identity. ",LY_Common_LyraChronicler,,,,,0
343114,"Eidolon or not, you are our Shepherdess. You lead and we follow.",LY_Common_Esmeralda;LY_Rare_Esmeralda,"""Eidolon ou non, tu es notre Bergère. Tu guides, et nous suivons.""","«Eidolón o no, eres nuestra pastora. Tú lideras, nosotros te seguimos».","Eidolon o no, sei la nostra guida. Tu vai avanti, noi ti seguiamo.","""Ob Eidolon oder nicht, du bist unsere Hirtin. Du führst und wir folgen.""",1
317516,Enabled,Gameoptions;gamepreferences,,,,,0
317519,"Enabled with timer",Gameoptions;gamepreferences,,,,,0
317545,"End of game","Status bar (game state)",,,,,0
320898,"End of the day: computing the progress on the storms",Notifications,,,,,0
336670,"End your turn as if you had played a card. You may still play cards later this Day.",Cards,"Terminez votre tour comme si vous aviez joué une carte. Vous pouvez encore jouer des cartes plus tard ce Jour.","Termina tu turno como si hubieras jugado una carta. A lo largo del día actual, puedes jugar más cartas.","Termina il tuo turno come se avessi giocato una carta. Puoi comunque giocare carte più avanti in questa giornata.","Beende deine Runde, als ob du eine Karte gespielt hättest. Du darfst auch später an diesem Tag noch eine Karte spielen.",1
318180,Esmeralda,LY_Common_Esmeralda;LY_Rare_Esmeralda,Esmeralda,Esmeralda,Esmeralda,Esmeralda,1
336681,Eternal,Cards,Éternel,Eterno,Eterno,Ewig,1
343134,"Ever the trickster, always the rebel.",BR_Common_SunWukong;BR_Rare_SunWukong,"Toujours trompeur, à jamais rebelle.","Siempre travieso, siempre rebelde.","Sempre un mistificatore, sempre un ribelle.","Immer der Schwindler, immer der Rebell.",1
343072,"Facing terrible odds and an unfathomably huge Leviathan, the Ordis legion charged nonetheless.",OD_Common_Charge,"Malgré des chances dérisoires, la légion Ordis chargea face au colossal et insondable Léviathan.","A pesar de tener todo en su contra y hacer frente a un leviatán imposiblemente colosal, la legión de Ordis cargó.","Nonostante il leviatano enorme e le minime probabilità di riuscita, la legione degli Ordis attaccò.","Trotz gewaltiger zahlenmäßiger Unterlegenheit und eines unvorstellbar großen Leviathans griff die Ordis-Legion an.",1
323678,Faction,Statistics;stats,,,,,0
343133,"Faster, ever faster! Our fire rages highest when the race is afoot! ",BR_Common_KojoBooda,,,,,0
336615,"Few people visit the depths of the Foundry, and even fewer can explain how the Brassbugs came to be.",AX_Common_BrassbugHub,"Rares sont ceux qui visitent les profondeurs de la Fonderie, et encore plus rares ceux qui savent expliquer d'où viennent les Scarabots.","Pocos visitan las profundidades de la Fundición, y aún menos pueden explicar cómo fueron creados los bicholatas.","Poche persone si addentrano nelle profondità della Fonderia e ancora meno riescono a spiegare l'origine delle ottonblatte.","Nur wenige Menschen besuchen die Tiefen der Gießerei, und noch weniger können erklären, wie die Blechkäfer entstanden sind.",1
336683,Fleeting,Cards,Fugace,Fugacidad,Fugace,Vergänglich,1
317798,"Fleeting: if I would be send to reserve, banish me instead.",Meeples,,,,,0
343083,"Follow me, friends! If we stand together, nothing can stop us! ",OD_Common_SigismarWingspan,,,,,0
343090,"For the first time in centuries, the Solstice Gate has opened. For the first time in ages, humanity will discover what lies beyond the gates.",OD_Rare_OpentheGates,"La Porte du Solstice est ouverte. Pour la première fois depuis des temps immémoriaux, l'humanité va découvrir ce qui se trouve au-delà des portes.","Por primera vez en siglos, el Portal del solsticio se ha abierto. Por primera vez en eras, la humanidad descubrirá lo que hay más allá de las puertas.","Per la prima volta dopo secoli, il Portale del Solstizio è stato aperto. Per la prima volta dopo anni, l'umanità scoprirà cosa si nasconde al di là dei cancelli.","Zum ersten Mal seit Jahrhunderten hat sich das Tor der Sonnenwende geöffnet. Zum ersten Mal seit Jahrhunderten wird die Menschheit entdecken, was hinter diesem Tor liegt.",1
327587,"Foundry Armorer",AX_Common_FoundryArmorer,"Armurière de la Fonderie","Blindadora de la Fundición","Armaiola della Fonderia",Gießerei-Rüstungsspezialistin,1
331171,"Foundry Mechanic",OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic,"Mécanicienne de la Fonderie","Mecánica de la Fundición","Meccanica della Fonderia",Gießerei-Mechanikerin,1
331173,Frankenstein,AX_Common_Frankenstein,,,,,0
339734,"Frog Prince",OD_Common_FrogPrince;AX_Rare_FrogPrince,,,,,0
331196,"Gain ${n} ${counter_name}",SpecialEffect,,,,,0
317758,"Gain ${resources_desc}",Gain,,,,,0
317767,"Game Flow",Altered,,,,,0
336686,Gigantic,Cards,Gigantesque,Gigante,Colossale,Gigantisch,1
343105,"Green is good.",MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver,"""Ça va aller. Je touche du bois.""","Verde que te quiero verde.","Il verde fa bene.","Grün ist gut.",1
343152,HERO,Altered,,,,,0
343095,"Harmony may bloom from a single act of kindness, as a rice field may sprout from a single grain of rice. ",MU_Common_Inari,,,,,0
318184,Hathor,LY_Common_Hathor,Hathor,Hathor,Hathor,Hathor,1
318215,"Haven Bouncer",BR_Common_HavenBouncer,"Videuse Bravos","Guarda del Refugio","Buttafuori del Rifugio",Haven-Türsteher,1
320433,"Haven Trainee",BR_Common_HavenTrainee,"Aspirant de Havre","Discípulo del Refugio","Allievo del Rifugio",Haven-Lehrling,1
339745,"Haven Warrior",BR_Common_HavenWarrior;BR_Rare_HavenWarrior,"Guerrière de Havre","Guerrera del Refugio","Guerriera del Rifugio",Haven-Kriegerin,1
343058,"Help or harm? Only the card will tell.",YZ_Common_BabaYaga;YZ_Rare_BabaYaga,"Faveur ou infortune ? Seul le tirage le révélera.","¿Te ayudará o será tu perdición? Las cartas lo dirán.","Aiuto o danno? Solo la carta potrà dirlo.","Schutz oder Schaden? Das kann nur die Karte zeigen.",1
343055,Hero,YZ_Common_AkeshaTaru;OD_Common_SigismarWingspan;MU_Common_TeijaNauraa;LY_Common_NevenkaBlotch;BR_Common_KojoBooda;AX_Common_SierraOddball,,,,,0
317788,"Hero side",Altered,,,,,0
323688,"Hero's expedition",Notifications;InvokeToken,,,,,0
336558,"Heroism counter",BR_Common_AtsadiSurge,,,,,0
343107,"Hope you're not afraid of heights!",MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer,"""Toi, tu files un mauvais coton !""","¡Espero que no tengas vértigo!","Spero che tu non soffra di vertigini!","Ich hoffe, du hast keine Höhenangst!",1
336687,"I am considered present in each of your Expeditions.",Cards,"Je suis considéré présent dans chacune de vos Expéditions.","Estoy presente en todas tus expediciones.","Considerami presente in ciascuna delle tue spedizioni.","Ich werde in jeder deiner Expeditionen als anwesend betrachtet.",1
336557,"I begin the game with five Heroism counters.  When you play a Character with Hand Cost greater than or equal to my number of Heroism counters — Draw a card and I gain a Heroism counter.",BR_Common_AtsadiSurge,,,,,0
343149,"I don't know if there's a better reward than seeing something you've built come to life.",AX_Common_SierraOddball,"Existe-t-il meilleure récompense que de voir ses créations prendre vie ?","¿Qué mejor recompensa hay que ver cómo algo que has construido cobra vida?","Non credo ci sia miglior ricompensa che vedere qualcosa che hai creato prendere vita.","Ich kenne keine größere Belohnung, als mitzuerleben, wie etwas zum Leben erwacht, das man selbst erschaffen hat.",1
336695,"I keep my boosts when I go to Reserve.",Cards,"Je conserve mes boosts lorsque je vais en Réserve.","Mantengo mis potenciadores cuando voy a la reserva.","Mantengo i miei rinforzi quando vado nella Riserva.","Ich behalte meine Verstärkungen, wenn ich in die Reserve gehe.",1
336684,"If I would be sent to Reserve, discard me instead.",Cards,"Si je devrais être envoyé en Réserve, défaussez-moi à la place.","Si fuese a ir a la reserva, en vez de eso, descártame.","Se sto per finire nella Riserva, scartami invece.","Wenn ich in die Reserve geschickt werden soll, lege mich stattdessen ab.",1
340257,"If you take this action, you won't be able to undo past this step because you will either roll a dice, draw card(s) from the deck or the discard, or someone else is going to make a decision",Altered,,,,,0
343031,"If you would roll one or more dice, instead roll that many dice plus one and ignore the roll of your choice.",LY_Rare_TheOuroborosLyraBastion,"Si vous deviez lancer un dé ou plus, à la place, lancez ce nombre de dés plus un, et ignorez le résultat du lancer de votre choix.","Si vas a tirar 1 dado o más, tira esa cantidad de dados más 1 e ignora el dado que quieras.","Se stai per lanciare uno o più dadi, lancia invece quei dadi più uno e ignora un lancio a tua scelta.","Wenn du einen oder mehrere Würfel werfen würdest, wirf zusätzlich einen mehr und ignoriere den Wurf deiner Wahl.",1
324023,"In tie-breaker this power have no effect.",MoveExpedition,,,,,0
