trk_id,str_to_translate,ES_es,LOCK,,,,
327600,activate {J} effect,activar efecto {J},0,,,0,0
331190,activate {J} effect of ${card_name},activar efecto {J} de ${card_name},0,,,0,0
317513,altered_displayed,visualización_modificada,0,,,0,0
324020,discard to ${location} ${card},descartar a ${location} ${card},0,,,0,0
343884,forest,bosque,0,,,0,0
331638,loose ${resources_desc},suelta ${resources_desc},0,,,0,0
343885,mountain,montaña,0,,,0,0
331193,move ${card_name} to opposite expedition,mover ${nombre_tarjeta} a la expedición opuesta,0,,,0,0
331192,move a character to opposite expedition,mover un personaje a la expedición opuesta,0,,,0,0
341679,opposite of played card,opuesto a la carta jugada,0,,,0,0
343032,put ${card} on top of it's owner deck,poner ${card} en la parte superior del mazo de su propietario,0,,,0,0
331976,source,fuente,0,,,0,0
343886,water,agua,0,,,0,0
